tweet_id,tweet
751595570624491521,@docmurdock @_RobertHoover @reidepstein Stop conflating your hatred for Hillary as our support for her you twat. NeverTrump AND NeverHillary
752153610180501504,"@VanDerWaal_o I've watched plenty of Tennis over the years. Watch your mouth you patronising twat, if I met you I'd smash your teeth out"
752077487740448768,@gabihalex how the fuck you gonna find the perfect dress in a day you twat
752142692407242752,@bethmooreB you can tell he's inbred he actually is a twat
752132294723284993,@LanaLokteff you have #russia in your bio you stupid twat
752643106424573953,@IHeartGiselle @blackindiedude @JaredWyand You right. I apologize I did not realize the emojis counted as an end statement you dense twat
752480682018996224,@cassidyburt33 HAPPY FRICKING BIRTHDAY YOU TWAT I ❤️ U https://t.co/uCeMPalsot
752964616586665989,@PMOIndia world had never seen such a twat like u ever. how could u ask the money 4 chopper u have gifted.come &amp; take ur garbage chopper
752694365022199808,@JuiceBrennar @Daddy_Crowell right after I pulled out of your moms decades old twat
752687335377022976,@xdavidmartin shut up you twat
753098645579390976,"@AbysmalChump @whitty0702 racist this, racist that. You sad, boring twat. You don't grasp the fact there's cultural faultlines."
753197664699879424,@Synge2050 use your humongous monster-cock as a blanket. I could've loaned you mine but... Nigel Farrage vaporized it back in 'Nam. Twat.
753243219035459584,@StephenAtHome Wow. I've always liked you. Just saw the way you dismissed Bernie Sanders since the endorsement. You're a disrespectful twat.
753343727180054532,@Vicentesque @JuxnMxtx Marrounne Fellaini starts   Oh fuck off fucks sake Louis Van Gaal you fucking twat
753719247403122688,"@TRobinsonNewEra families, children - have some fucking respect you twat"
753693108492201984,@_kayneedham your a twat
753637760473370624,@Diionysaur no your still the sad fucking twat everyone knows you are
753723177457557505,@desiredfenty 60 dead you twat
753663349905362945,@BarryArmstron52 @bernerlap @LouiseMensch hopefully not long till a whinging twat like you either.
753978019178569728,"@pensionmonkey @damiangreenmp @DWP Why don't you mind your own business,TWAT."
754028401137225728,@misstine718 YOU! You bloody racist twat.v
753878458971873280,@KEEMSTAR to be honest I've never seen eye to eye with you but mousey is a twat https://t.co/ee9OBBw3Wb have you read this shit
754404693133127680,"@GRRRR8est its not true,how are you telling me whats true or whats false you twat pls learn about my religion before you give your judgement"
754418668558290944,@williamhanson grow up you snobby Tory twat
754375249114914816,@totoburnett way you cheeky little twat
754108017432489984,@OwenJones84 @benshapiro Owen you little twat come and live in Turkey you virtue signaling fuck face!
754104813001043969,"@KEEMSTAR losers ? u made fun of ppl who are currently standing up to tanks to stop them from ruining their country, have some sympathy twat"
754360002811465728,@matthewfindlow and ur an ugly twat
755122581817135104,@kanyewest @YouTube Tit you are in it doesn't count #twat
755171646768549889,@ScottGShore @Natowenburns You better not be you little twat! Fish fingers on table at home! Home now or I'm taking your Nokia off you!
754871510771175425,"@SoniaKruger you daft, heartless twat. Do you want to give terrorists justification? Because that's how. #auspol  https://t.co/fyJdAJ862A"
755536391858032640,"@sallykohn. ""Accident""... You are a truly despicable twat."
755384994248261632,@Whereismyzayn  you live in a different country twat
755658391566094336,@PhilLangone @JoeMande I don't think you're a twat but think people will be more impressed with your talent as an artist than in trash talk
755669737166761984,@kyakahe @footballitalia we both know him. He used to screw your mom on ur chest u smelly twat
756557692294922240,@SpeakerRyan Is that all you've got? What a sad twat you are.
756855131350728704,@Gerrardology cus ur a daft twat
756843899021328384,@TeVerageUkHd no point in arguing with that Ryan twat. He just spouts shit to wind you up.
757281977271812100,@owen2114 do it you twat
757129568872464384,"@creolekittykat Can't handle having someone comment on what you say, then don't comment at all, you stupid twat. #FuckOff #Cunt"
757193569748848640,@DavinaPatel101 because your a twat 😂
757402802608021508,@KEEMSTAR good riddance you fucking twat
758050168272977920,@Olivia_T_21 hahaha fuck off an get a new phone u poverty twat
757986570024648704,@KauiGoddess @Crulon_ae ur a twat
758075317315596288,@AntiGenre2 @WolfsicknessHD oh going after bigger channels now? Piss off u grimy twat
758109798693015552,"@HillaryClinton You will never have my vote, you cuckolding twat. #JillStein2016 #NeverHillaryNeverTrump"
758244024809578496,@JessicaClaireJ U TWAT !!!!
758720606783336448,@CreativeMesut shut up you twat think about it ok
758808544581787652,@pimpdaddyjosue  stfu don't talk to ruben like that. fuck you and that twat you have by your side
758767704618795008,@VickyPattison I can see why you have this twat the boot. He doesn't shut the fuck up 🖕🏻🖕🏻
758881831643033601,"@alxandros1996 YOURE SUPPOSED TO SAY SOMETHING NICE LIKE ""BELEM, YOU LOOK LIKE A PRINCESS"" YOU FUCKING TWAT"
758873313011642372,@mikayla3066 shut up you twat
759127454288121856,@greysfollows it's me you twat you've already got them
759146060187066368,@minami6504 @carrissathorpee You uncultured twat.
759111687895154688,@TROYELIPA it was my mum's name u twat
758883802940776450,@realDonaldTrump YOU ARE A TWAT. GO BACK TO THE CARNIVAL
759854465549602816,"@S1R_COLE that's her name u twat, the American woman thats hilarious"
759772043285934080,@beccamay_xo @MrDelGrant you are such a twat omg 😭😭😭😭
759762102785482752,"@ChrisJohnson_F1 @cj_beach Sorry, hold on. Small ""white"" boy? What the fuck has white got to do with anything you stupid twat?"
759842193037139968,@_georgiaaa_b was being sarcastic u twat
861174946088857600,@chris_sutton73 @RobbieSavage8 You really are a thick twat
861306332674224128,@GelletDerren answer u little twat
861221351868313601,@mousey024 @CoutinhoPrime @LFC @SouthamptonFC You look like a right twat now
861287395370696705,@brandonmagness Ur a twat
861216641660715008,@charlietaylor09 what a sad twat you are
861189336729047040,@IamalrightJack @blackalicious61 1. I'm not a Tory you cheeky twat. 2. Is it so bad for you to be properly informed?
861324363957768193,@JackGrealish1 You complete twat! See you next season! No doubt you will be wearing your Blackburn shirt.. knobhead
861232328370245632,@lesr81 you are bloody stupid twat who does not have a clue just trying to spoil it as  you a complete arsehole.nufc fan talking
861686030440812546,@GaryLineker Shut up idiot and go back inside your little world because u don't obviously live in the real world twat
862081792358187008,@_padill_a Lmaoooo bitch u do not lick my twat on demand lol we are not lesbos
862280514287263744,"@MsJayTeeRattray @dat570zx ""Pay attention"", you fucking twat. Speak to me like that. How about you try to have some… https://t.co/2tLa2GjgdF"
862192496822161408,"@LJEDean @cumkinggg That's blatantly an Americanised Wikipedia page, you twat"
862148125292724224,@ale_grandez Eat a dick you twat
862271299414102016,@piersmorgan You absolute TWAT. You should be sacked. You infuriate myself and many others. Still can't admit you'r… https://t.co/Tt71r5IZNC
862429890246737920,@AddaF13x @JAlsanders listen here you twat waffle
862778768229892096,@RobbieSavage8 you really are a twat!! bitter about not making it at united?? you are a never were🖕🖕🖕🖕🖕🖕🖕🖕🖕
862772149630771200,"@miamckenzie Not men. Pig, twat, ass, murder, freak, monster and so many swear words and insults you can use. But m… https://t.co/Y3PCr58JYa"
862770752935804929,@tonyposnanski you are a twat with a bad beard.
862485070493491201,"@lexieodenbach You're so hip, calling your doctor a twat"
862774318110998528,"@superguidetti. Ha ha, you bald cheating TWAT, Stop crying you wanker."
862752981669883906,"@realDonaldTrump You were ""tricked by the Russians"" on a photograph?  REALLY?  What a twat."
863149318240432129,@_itsbailee Oh shut up Bailee you boring bent twat
863422321293488129,"@PaulGAtletico Oh says Mr fake news himself, like all the articles you post with Friatider that's fake news! Twat!"
863772633749483522,@Bobjan22 Enjoy unemployment you horrible twat
863819651876343812,@ZerkaaHD Josh you're British you twat
863889516406480897,@rhysglover Mate you were already a twat when you decided to eat at a Harvester
863682212926980097,@Kotaku @northazerate It's football not soccer you twat!
864156848751919106,@the99percenter alex fuck out of here you ignorant twat
863964430899523585,@king_gonzalez9 Fuck you twat
864557216078192644,@pellivision Oh do shut up you fanny twat
864802930964086784,@Askmeabtislam @AMDWaters Still no sign of your brain you twat
864754415475052544,@KTHopkins @jovanmatijas What about those who work damn hard that don't earn 80k a year! Your funny but sometimes your a proper twat!!
865239713220833280,@nicolaakerrx I'll fuck your cunt off u twat
865593855051169793,"@JulianAssange Again, you have been hiding in a cupboard. Your choice. You're such a twat."
866399744440053761,@Ryan_Purple behave you little twat 😂😂
866444157937750016,"@benhamilton_x You know fuck the square root of fuck all Hamilton you ,dimwitted little twat,"
866345843443499010,"@GoonerGordo Oh fuck off you twat, hope you burn in hell"
866480308656328704,@lennysaints Twat. Bellend. Numpty. Idiot. Cock. Dickhead. Ballsack. Skate. Fish. Poo poo head. Fanny &amp; my favourite... You happy clapper.
866821028726665219,"@David_Leavitt That's your explanation?  Because it's ok under any circumstances?  Go fuck yourself, Twat rag"
867022904772485120,@MORE2CENTS I refer you back to your first post you twat
866963228231946243,@SimmLesley @BBCBreaking @theresa_may shut up you twat and show respect for 1 day
867122993436033024,@realDonaldTrump You twat...you can't even hold a candle to the pope!! You just insulted every Catholic including the Pope!!
867096317675413504,"@David_Leavitt You disgusts me, disrespectful twat. Have you no honor?"
866903350335483904,@MrNwatu @JustinTrudeau Liberal twat!  I am only sorry it wasn't you at the concert with your pathetic slogans and… https://t.co/PTTfp1D9DA
867140588541542401,@seanhannity You should be fired you raging twat.
866931531859853312,@EamonnHolmes What a pompous twat you are!
867273971636502528,@GeraldoRivera Guns?  Clueless twat. Do you get medals for ignorance in the USA?
867412035511885824,"@JTBarbell @Brady5thOrBust @marikatogo @BarackObama JT-You are an embarrassment, you fucking twat."
867345367075041280,@ewan_lawless1 fuckin lil cunt give me your number I'll give you a ring we'll meet up and ill fucking slice you open you cocky little twat
867230451500535811,@AllisonHazell ur not dumb!!!  no like some twat i just blocked 🤣
867549394765099008,@Bencjacobs You deserve it you twat!
867732568430579713,@UKIPNFKN @Okeating @ukiplgbt Oh ffs just GO AWAY you baldy twat!!!
867816932657029120,@MrDtAFC You little twat 😂😂😂😂 how's 5th and europa arsenal
868106247379308544,"@OwenJones84 ps you little twat waffle, you are more than welcome to report me, you spineless sack."
868213344704102409,@iamDomOConnell6 @WhufcJamie @AlexPBWHUFC What the fuck have I done for you to call me a twat?
868231141148561408,@Baison_Jake Bury on you twat
868252817319919617,@Quabyashawitz @Caddlebear FUCK YOU TWAT I DO WHAT I WANT
868202154296836096,@d_milder @danger2bananas @piersmorgan Twat I'll get 2 million retweets for @piersmorgan to punch you in the face you silly little spud 🥔
868189676267589633,"@piersmorgan You are an absolute moron, attention seeking as usual #twat https://t.co/VrbXa7zAXa"
868427854022889474,@3dollarbill1 @rolandscahill @fitters475 @realDonaldTrump @FLOTUS GET THIS STRAIGHT TWAT I AIN'T AMERICAN AND YOU A… https://t.co/Ai6djqmtF8
868470468143132674,@Peter23384411 @CGFinesse @TigarAgario @pogtweet @ElStevo7 @FullTimeDEVILS Bore off you clueless twat
868789176501751808,"@Rambobiggs You already were, you twat."
868755060053995520,@ChrisEubankJr Shut up you absolute twat you're a joke to the sport
869202600658448385,"@realDonaldTrump Works for the rich, not for the poor and will destroy our economy, you ignorant twat."
869297853331582976,"@scooshyaitch I didn't think he was tbh. But she came across as a right numpty. And that twat at the end, sit down, you fucker. Dxx"
869263854299164673,@WessexVoice Shattap your bigoted twat
868996966545584128,"@signioresal12 That's HALLUCINATIONS, you twat."
869156744345288706,@pewdiepie Theres litterally a twitter Account for pewdiepie Video ideas you fucking twat
869233693054967809,@_joerandall_ @Friday13thGame Have u lost ur ability to read and comprehend u fuckin twat try to be intelligent for once in ur life🌚🌝
869632000935833601,@pasparakis You day bald twat like it's a bad thing!
869623062882287616,@0qubaisi @abdullalanjawi @M7mmdBin7amad @anouudxo @Brightaurora You stalking twat
869579400177758209,@piersmorgan Well ur twat and i dont like you
869904580380962816,@TheBeanBandit16 dont @ me you fuckin twat
870047950055014400,@kingzsport @ManUtd Attention seeking chelsea twat...go and wank on ur small oil club!!
869776683443908608,"@MarkDice You are a dumb thieving twat, taking advantage of the poor dimwits that give you $$."
682877163440353280,@juustintmbrlake do not know why you insist you only act like a twat
682905588209217536,@Rudy__Phelps phone him and ask you nosey twat.
683022256977637377,@ConCarpAvfc very pathetic comment nice one my mother's passed u twat
682986869626396674,@Paula_Ex_Oh already deleted it you twat
682891419854467072,@izziwebb17 @Pr0vv ur such a twat😂
683317519189471234,@Gham_abdullah @iyad_elbaghdadi @Thawra_city use head twat.why would  someone want another country to rule his.talk sense not shit u prick
683289132156719104,@sunechograeme you horrible twat
683432376039522304,@KEEMSTARx Are you fucking serious dude? I respect faze but you can fuck yourself you twat. How dare you? https://t.co/PEWoipmo7I
683459865512116224,@MadsKleiv lol mate your a fucking idiot! Why the fuck have I gotta lie for! Yet I've got a random messaging me from Norway so do1 u twat
683749805156384768,@HeisenbergMUFC @wellhungkitchen lol you posh twat x
683675037497438214,@LivEchoLFC what do you except when you have a useless twat like Benteke up front
683990998612086784,@MouthAndSpoons Well. Not a victim. Being a twat through your own crap choices/worldview in no way makes someone a victim.
684657075058798592,@JacobHenson25 well fuck off then you twat
685479427082481664,@KTHopkins @IainDale @Dom_Charlton Katie you sounded like a racist twat. Don't big yourself up
685292755392794624,@adamakaufman get off twitter faggot and go get laid you twat
685512364955963392,@emojihowell check ur dms u twat
685969028167385088,@will49447 such a selfish twat. You appreciate xrianity so it's OK to close school. You don't appreciate Islam so mandatory Raman classes
685931380111486978,"@martinshields88 @Stephdavis77 and i'm against you, because you're a shallow twat and that clearly explains why you only have 12 followers"
685888656918319104,"@almurray @climsec @RichardDawkins says if you call someone a ""cunt"" or a ""twat"" you're a misogynist. I disagree with Dick"
685834793674608641,"@FoxNews @RepPeteKing No shit, Muslim terrorists come from the Muslim community. All white terrorists are from the white community, you twat"
686032731269152769,@Patrick74094891 twat do you mean it's snot werking? Anywho hit me up on twotter if you get done eqrlt
686243432143126528,"@piersmorgan @bbc606 fuck off you twat, #soreloser #arsenalsucks"
686697520077123584,"@MarvellousMata he wears a magic hat, and when we called him white boy, he said fuck off you twat"
686518519740116992,@xChaarm you look like a twat
687404415465185281,@cozierpanda Ha ha! Well don't abuse other people &amp; hide behind an avatar you little twat!
687369028143329280,@karim_ramy fuk da gunners u twat
687334169270206464,@itechno_eu @OpTicGaming @PAWXS he follows 8000 other people too you dumb twat
687352355759747073,@katt2953 never u twat
687346555028922368,@ParsifaWoelfel Piss off you utter twat!
687242179778064384,@TheAkshayVara When's your #dossier come out tosspot? You really are full of shit you attention seeking twat.
687358332663951360,@JackAFC14 shut up you little twat! I'll prove you wrong
687668392376020992,@Rachelhartley_ obviously you twat
687758452484104193,@ipscone I'm so sorry an atheist beheaded and/or raped someone you know you stupid twat.
687647169189408768,@arcticanwxar @CSkelcher @jihxn_ you ignorant twat
687658615478550532,@justinscoIogne i will and then i also deactivate your acc fucking twat
687727553042333697,@doammuslims @AHudhayfah THATS THE REBELS YOU TWAT
688060551424000000,@FxckoffPDCTwats honestly I'm sick of wasting my time talking to you. Get a fucking job lol and pick a new team to root for you twat
687983397205966849,@ShaneKwong Shhhhh. No one cares. You twat
687982730303410176,@LordCally cmon then u speccy twat
688213194704195584,@TrapXBL show your face fucking twat
688470251017752577,@UtdNumbers pick that out u scouce twat
688418963064225792,"@Mellody95 here man just because you're jealous, you should apply for it. They my find a person who doesn't realise your a twat :)"
688869435533164544,"@FarrandGiles need to know about you pal. Jog on you insecure twat. Go get dwfensive elsewhere, you're blinkers are wasted here 😂 😵🔫"
689570651867222016,"@Asdayasman @PhillyD cute, I myself would call you a cunt but clearly you lack the warmth or the depth. So twat waffle will have to suffice"
689352438994726912,@xoxo_aimee you little twat
689879381980942336,@aneilallan @RacingPost u twat
689621797185179653,@sammywilk DM me u twat
690011276064509953,@AlexanderTheDav can you check a bitch and flank this racist twat thanks b
690288607664459777,@TheUnicorNinja shhhhh you little twat shit not able to spell lol waffley twat shiiit little meme eagle darling waffle
690049796552441857,"@NicoleArbour when are you going to be on Fallon, kimmel, Colbert, stern oh ya never you suck you dirty twat"
690281938708500480,@missgemcollins get a fucking grip you soppy twat
690007555704279040,@JTayl0r_ @OfficialTruppi I didn't see it u fuckin twat stfu
690658037728698368,@morgenbrenn shut up you twat
690980084778418176,"@mcfc_matthew @Danny_Dx98 @SpencerOwen shut up you glory hunting little twat check the stats, idiot."
690917937792860160,@RedPillRabbit oh wow! A stupid billboard! Thanks for self identifying as a twat. Your block is ready for you now. Enjoy!
690937562928660480,@james_cowell_94 shut up you twat 😂😂😂
690799926872174592,"@matty_lawrence @spikeinthemidge This clearly demonstrates that, as I suspected, you are indeed a twat."
691385191667924992,@andreajmarkley My mom is currently battling cancer you classless twat.
691396054898581509,"@msjenniferjames I hope you reported him to someone, the gross twat."
691436131452325888,@Chloe_Renforth I kent balive u caled ma a twat
692372488873996292,@puppylovecamp @theJeremyVine brainless twat. You wouldn't believe how many times I have had to tweet that phrase..
692399475025973248,@TeeBee_CoD @zesh100 learn to fucking spell u twat
692568861997154304,"@mirandadevine you're a twat!! No wonder our Indigenous cant find peace with moronic, racist comments like yours re Googles Aus Day pic. SMH"
693836615551029248,@AliTahir132 it really hurts u know when biggest twat in the world calls u an idiot. But no worries my frn just sympathies for u.
693945411598417920,"@jonnyironic1 @CoraStevenss keep hiding behind your cartoon while the adults talk. Also, AIDS not the ""AIDS"". You twat."
794685127821361152,@realDonaldTrump you dont@pay tax you corrupt orange twat
799339333048303616,"@Vic_oriordan @Channel4News Who are you, you cancer-ridden twat?"
799227085076176896,"@m16redmufc where's the lie, you daft twat. You said you've ""come across me a few times"" which I said was down to following me."
800109210138800133,"@marwilk @LBC @beverleyturner you are a typical army goon / Brit patriot - thick as shit. 😂 you lifeless, dull twat"
800319701280813056,"@JoanScotch64 you dumb twat, it’s a musical."
800134275282501632,@GaryIturrondo You must be living in a box. Tens of THOUSANDS see #HamiltonBway. It's sold out for well over a year. Ignorant twat.
800760702994628609,"@CNN Why do we care? Because you and Trump and Ryan et al are vile wretches trying to remove rights from our citizens, you dumb twat."
800761353078243328,"@OLIFaulkner94 u absolute twat, ps. you and Ted look really nice in that pic next to the lake"
800829506344759296,@chronoiyasu come round yr self and see u twat...
800763282487439360,@everafterdun call ur band pusseh   twat
705537750620045312,@dirtywolf21 you are literally the only friend I have left don't you dare leave me you twat
705730973808402432,@Tomleecee Happy Birthday you grumpy twat! Libby sends her hate on your special day https://t.co/PCDkhPh0LK
706083945448935425,"@spencermorgan93 no you didn't, you don't know shit you twat"
706175163184840704,@Joey7Barton total fucking bellend you are you shouldnt even be on the pitch you thug one word to sum you up twat!
706624830330765312,"@HanneTherese BITCH WTF. IT'S JENNIFER, NOT HEATHER YOU TWAT"
706575673092120580,@dawallydahonk you boring twat...
706468412164280320,"@Toggers87  ain't a Brummie you clown, get a life you boring twat, so wish could have bumped into you yesterday 👊🏻👊🏻 glory hunting child"
706601476437745665,@wyvernchick Spot on. The man's a total twat-blanket. If you don't find him funny then 'urr-urrr you're not clever enough to get it'. Fucker
706797530781241344,"@Robert_Lukic YOU DON'T TALK TO ME ANYMORE. I'M FEELING HURT, YOU TWAT."
706948722891091968,@ConorMcGreggor Hope you stop being a cocky smug twat now that you got fucking rekt.
709494732523741184,@airman614 @dhothersall  Okay whatever you say Tom even though both you and I know you're talking keech. End of discussion. F*cking twat!
709740921361813504,@Fruit_cake_90 @EpicErk that is rude hubs!  You twat! https://t.co/245Sm60WgS
709880210020311040,@fionwatson1 @VermaAman_ @JackAshbyy you are a twat
710143712991567874,@Independent not a surprise when you see him and his family dressed in tweed and murdering animals in this country #tosser #hypocrite #twat
710134867196035072,@harrybrooks99 very funny you immature twat.
709928222226522113,@tnglover_ @Og_MacK_Daddy shut up you lul pissy twat hoe
710178928334389249,@rickygervais You probably have to be american to understand his success. I can only shake my head. What a twat!
710588384696258562,@hollywills #keithlemon your off your rocka! Your looking more like a twat everyday 😂
710514162288500737,@LiamHalse1 😂 where ya watching Halsey you manc twat
710965133875535872,"@bella_wyatt @WordsText @ThislsWow u soppy twat, I luv u"
710746837104328704,@GeorgeAylett I'm an ordinary person but you are all immature out for yourself #twats
711264217098264577,@fuxkubae stretch marks can be prevented and/or reduced with creams. we can't take veins out of our dicks you uneducated twat waffle
711217232479707138,@Red_Flag_MUFC you're a sick twat...people like you give MUFC fans a bad name!!
711099645187850240,@dresel0306 who the fuck cares you twat
711133992330907648,"@Tom_Mendelsohn She is promoting a dangerously unhealthy lifestyle. Don't be a twat all your life, Tom."
711665943328460801,"@CharlesRRiley maybe a twat shouldn't have taken the convo in that direction, but you ate too much a pussy to accept your retartedness,"
711607986431471616,"@AP keep dreaming lil leo, you massive twat of a hypocrite."
711578429167165441,@PhilipDunnett no your just an annoying little twat
711347977353355264,@Frankyonps2 literally u r a twat
711591913850343424,@WiganHater @owenjones6968 Delusional twat! Your whole existence on here is to mock Wigan!! How can you say you don't?! Are you for real?!?
711831815481401344,@FinchyStryder21 what did we say about that useless twat at the back I'd get rid of pellegrini now me what you think
711947729275068416,@IceXFifa @CharlieBonde you can't go on a vaccination you absolute twat
712359521834893312,@allisonpearson You are SUCH a Twat!~
712356329977978880,@FuckUrSafeSpace @Negrita22 @marksaunderstps @TorontoPolice there are other options that don't involve death you twat
712386629638471680,@Dpotterr97 we get it ur a twat
712240713963065345,"@TechnicallyRon Unfortunately it's also true that, if you're a twat, then you're going to use any tragedy to further your bigoted agenda."
712336105052442624,@DukeofTumwater stop stealing my oxygen you thick twat
712427654125789185,@Homulillies i aint even mad bro. u even know what a twat is ? lmao ya wanker
712350684427980800,@LJx1991 cheer up you silly twat 😂
712319315220041728,"@ffsRobert @FutbolGut @cfcdennis @ffsLFC @VarelaPocket What age are you, you dumb twat?"
712712812242538499,@TammyNayh I live in England. Cunt is like a compliment over here. You need to drop a twat or a wanker or a cockgobbler to really get me.
712591353604079616,@MatthewDoyle31   You are a massive Ghengis. Also you are horribly rude. That lady...no more ISIS than u  r a crusader.  Ya twat.
712719804143165441,@caraellison That bit nearly killed the movie for me. I watched it on a flight to Florida &amp; almost yelled ‘IT’S PRONOUNCED ‘TWAT’ YOU TWAT!’
712678037259689984,"@iRyaaannn @jj360live oi nah jack you fuck off aswell, sly twat 🖕🏼"
712981335799779328,@Lewisno1fan not sure how I'm the disrespectful one when your calling Rosberg a vile twat
712968878704484352,"@ShidazzleShow @TheStatixJ That isnt even a grammaticly correct sentence, you twat stick"
713405090502148096,@cupcakechloe_x 😂😂😂 I will beast your twat if you carry on 🖕🏼
713465157142315010,@kburk397 @nytimes lol fuck off you pathetic old twat
713201662572294144,@shabnabcheese @ddlovato @selenagomez @justinbieber ANYWAY U WA SLAGGIN HER OFF TO ME THIS AFT UR NOT EVEN A TRU FAN U TWAT
713353362146721792,@piersmorgan @richardpbacon stop sucking off trump you fat old twat
713574007732211713,@LinaresCayden stop being an attention whore you twat
713606320637743104,@LIGHTNINGLESTER @AmazingRPD True friendship you twat
713914622965915649,@Zack_Gorski You know what I meant you twat 👹
714084592920170496,@TheLankyScouser no your just a twat
714436339865886720,@thetwatsquad What libellous claims!You are using words like 'libellous' which you don't understand due to being a thick twat.@Cambridge_Uni
714769141102743554,"@its_me_jo01 I never said ""your brother is mentally challenge"" did I? No I didn't you dumb bitch. Shut the fuck up you uneducated twat."
714676300158468097,@MCRmySTEVO YES YOU TWAT
714893464454971392,"@AnnaKendrick47 I bet you're a dick irl, you always look so fucking pleased with yourself, like you would bend over and lick your own twat"
694195920582373377,@WUWCSENNY @ABRAHAM_LINCOOL I AM NOT YOUR FRIEND BUDDY BOY I JUST USE YOUR KNOWLEDGE SO I CAN USE THIS TWIT TWAT
694641879976013825,@KaitlynLeif lol sorry your brother doesnt like to see his lil sister acting like a dumb twat on social media aha g I guess
694349444708483072,@F1abraham I wish you could see what @_DomoWilson1 said about you. she fucking nailed it. you're such a twat. #disrespectful
694621755671994372,@ChrisBarfield99 you twat😂😂😂😂
694632421824790529,@priyank_patel24 are you fucking disabled that's all competitions you twat
694498191476166656,@nutley_adam @wikileaks shut up you twat
694981832492896256,@owen_ohren giz me some toast you faggy twat
694700067547172865,"@GraphicSully you study nothing you idiotic twat , where did you get that from ? defending 12 man with 2 sword ? you aint real poor idiotic"
694741196900601856,@kayleighniicole ur a twat &amp; I hate u
694672615831662593,@Tgarratt10 it's horrible stuff under this twat mate! You and your dad doing Cheltenham this year?
695379544786644993,@danieltosh steam clean your twat. ?
695075893937573888,@tannerl17 @ItsWaltBitch suck my ass u twat
695153677330485248,@Memz_Dogi If you think La Liga is a shit league you're a twat. Ligue 1 however is garbage
695642972247949313,@oReachy @tyler16y @Laytxn_V alright you fucking cunt I'll ram your nan in a fucking dustbin then sticker in a fucking blender ya twat
696055674975973376,@ThePeopleRise's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
696103292917579776,@MistyKingma weird is a compliment? 😂😂😂 you're so fuckn lame. Just say u couldnt relate and keep it moving u twat #IDIOT
696176580008120320,@chrisssyheree on Twitter &amp; not texting me back you little twat I see
697185268160454656,@SMignolet why do you even turn up ?? Your a useless twat worst keeper in the league !! You spend more time on your hole than your feet!!!!
697150174435667968,@_kayneedham @WeAlIlKnowA your a twat
697567868368584704,@JamesMcC14 you are an actual twat that was schooled by Samuelson all night! All you could do was kick him and foul!
697512717482127361,@ISmurfAlot @MCFCworld we're bitter haha come back when your history is more than 10 years old u twat
697607923976040448,@bemyhabibi FUCKKKKK YOU YOU FUCKING BITCH ASS TWAT
697822059993440256,@Lost1nPlace twat did you say? I cunt hear you.
697696671241801728,@achrisevans congrats on getting another platform to talk about yourself you egotistical ginger twat #topgearisnowshit
698123148068192256,@AhmadNurfaris FUCK YOU LITTLE TWAT . I NEARLY CRY
698346389911269377,"@taylorswift13 dreamed it, Bwahahahaaaa you are such as confused twat."
698850792720220160,@Robish13 never a penalty you fucking norwegian twat
