878496771479142404,@maddow you disgusting white trash. I'll pull @kathygriffin  ur head. Y'all @MSNBC think it's funny w/all slurs @realDonaldTrump! Sickening
878603843700961280,@piersmorgan What about White Trash Bigot TV presenters Piers?   Hello? Hello? Piers?  You still there....
878720239810338818,"@PrisonPlanet . @piersmorgan doesn't think so, and if you do, you are 'white trash'"
879720950408859649,"@BobbyAxelrod2 A great message. Unfortunately, many will label me as patronizing piece of white trash and you an Un… https://t.co/vZQ3NHVX82"
821446762825154560,@buckweiser13 @TexitDarling lmao u two deserve each other so much never saw more white trash than now enjoy xoxo
821805052885172232,"@jd_Constitution @FLOTUS @WhiteHouse you sick like Trump, You white trash"
825487324620300288,"@WajahatAli You and your ilk been calling people rednecks, white trash, racists, nazis, bigots, privileged, so basically, who gives a fuck."
826062464370536448,@IvankaTrump you classless little bitch. Your what we call rich white trash.
762442040768507904,@therealroseanne YOUR A OLD FAT ASS WHITE BITCH THAT HAD A SHOW BASED ON BEING FAT WHITE TRASH WHO DRINKS MOONSHINE AND EATS FROG LEGS!!
762860602947608576,@ShannonBeador racist white sc rich white trash. !!! U suck!!!
762835919439208448,@PaulMalignaggi @ZViggiano Paulie you are a fucking prize fighter and a mixed breed White trash....dude ur silician
763127046105014274,@McButtz_ you know my white trash ass said 😮
763944033622163456,@Lynette_Cx  dumb white trash .. So tough why didn't she confront your dad then 😒
769219033572970496,@PBandJenelley_1 it's definitely your conscious for being a white trash slut bag who neglects her kids and animals. But blame anxiety girl!
769662195374239744,@sunny_hundal @kennyplan You know back in the day the white nationalists would have just been called white trash
770346231830753281,@GroundLevelUp  all of you who participated in this white trash fiasco are equally guilty.  And you sir never make any sense when you write
770540042196492289,@jaarssanna @jeqekashaka @moholoms your vagina is a monkey u stupid white TRASH!!!!
